cpf;nome paciente;email paciente;data nascimento paciente;endereço/rua paciente;cidade paciente;estado patiente;crm médico;crm médico estado;nome médico;email médico;token resultado exame;data exame;tipo exame;limites tipo exame;resultado tipo exame
081.878.172-67;Emanuel Beltrão Neto;jennine@mosciski-swaniawski.co;1989-10-28;5538 Avenida Lívia;Pão de Açúcar;Roraima;B0002W2RBG;CE;Dra. Isabelly Rêgo;diann_klein@schinner.org;CEIHHX;2021-07-26;hdl;19-75;91
081.878.172-67;Emanuel Beltrão Neto;jennine@mosciski-swaniawski.co;1989-10-28;5538 Avenida Lívia;Pão de Açúcar;Roraima;B0002W2RBG;CE;Dra. Isabelly Rêgo;diann_klein@schinner.org;CEIHHX;2021-07-26;ldl;45-54;82
081.878.172-67;Emanuel Beltrão Neto;jennine@mosciski-swaniawski.co;1989-10-28;5538 Avenida Lívia;Pão de Açúcar;Roraima;B0002W2RBG;CE;Dra. Isabelly Rêgo;diann_klein@schinner.org;CEIHHX;2021-07-26;vldl;48-72;38
081.878.172-67;Emanuel Beltrão Neto;jennine@mosciski-swaniawski.co;1989-10-28;5538 Avenida Lívia;Pão de Açúcar;Roraima;B0002W2RBG;CE;Dra. Isabelly Rêgo;diann_klein@schinner.org;CEIHHX;2021-07-26;glicemia;25-83;52
081.878.172-67;Emanuel Beltrão Neto;jennine@mosciski-swaniawski.co;1989-10-28;5538 Avenida Lívia;Pão de Açúcar;Roraima;B0002W2RBG;CE;Dra. Isabelly Rêgo;diann_klein@schinner.org;CEIHHX;2021-07-26;tgo;50-84;97
081.878.172-67;Emanuel Beltrão Neto;jennine@mosciski-swaniawski.co;1989-10-28;5538 Avenida Lívia;Pão de Açúcar;Roraima;B0002W2RBG;CE;Dra. Isabelly Rêgo;diann_klein@schinner.org;CEIHHX;2021-07-26;tgp;38-63;97
081.878.172-67;Emanuel Beltrão Neto;jennine@mosciski-swaniawski.co;1989-10-28;5538 Avenida Lívia;Pão de Açúcar;Roraima;B0002W2RBG;CE;Dra. Isabelly Rêgo;diann_klein@schinner.org;CEIHHX;2021-07-26;eletrólitos;2-68;73
081.878.172-67;Emanuel Beltrão Neto;jennine@mosciski-swaniawski.co;1989-10-28;5538 Avenida Lívia;Pão de Açúcar;Roraima;B0002W2RBG;CE;Dra. Isabelly Rêgo;diann_klein@schinner.org;CEIHHX;2021-07-26;tsh;25-80;91
081.878.172-67;Emanuel Beltrão Neto;jennine@mosciski-swaniawski.co;1989-10-28;5538 Avenida Lívia;Pão de Açúcar;Roraima;B0002W2RBG;CE;Dra. Isabelly Rêgo;diann_klein@schinner.org;CEIHHX;2021-07-26;t4-livre;34-60;80
081.878.172-67;Emanuel Beltrão Neto;jennine@mosciski-swaniawski.co;1989-10-28;5538 Avenida Lívia;Pão de Açúcar;Roraima;B0002W2RBG;CE;Dra. Isabelly Rêgo;diann_klein@schinner.org;CEIHHX;2021-07-26;ácido úrico;15-61;50
026.890.166-05;Ana Cecília Negrão Neto;rudy.hansen@gerhold-monahan.info;1989-03-04;74990 Travessa João Felipe Aragão;Itanhandu;Paraíba;B000BJ20J4;PI;Maria Luiza Pires;denna@wisozk.biz;GOQF7S;2021-05-04;hemácias;45-52;71
026.890.166-05;Ana Cecília Negrão Neto;rudy.hansen@gerhold-monahan.info;1989-03-04;74990 Travessa João Felipe Aragão;Itanhandu;Paraíba;B000BJ20J4;PI;Maria Luiza Pires;denna@wisozk.biz;GOQF7S;2021-05-04;leucócitos;9-61;87
026.890.166-05;Ana Cecília Negrão Neto;rudy.hansen@gerhold-monahan.info;1989-03-04;74990 Travessa João Felipe Aragão;Itanhandu;Paraíba;B000BJ20J4;PI;Maria Luiza Pires;denna@wisozk.biz;GOQF7S;2021-05-04;plaquetas;11-93;21
026.890.166-05;Ana Cecília Negrão Neto;rudy.hansen@gerhold-monahan.info;1989-03-04;74990 Travessa João Felipe Aragão;Itanhandu;Paraíba;B000BJ20J4;PI;Maria Luiza Pires;denna@wisozk.biz;GOQF7S;2021-05-04;hdl;19-75;97
026.890.166-05;Ana Cecília Negrão Neto;rudy.hansen@gerhold-monahan.info;1989-03-04;74990 Travessa João Felipe Aragão;Itanhandu;Paraíba;B000BJ20J4;PI;Maria Luiza Pires;denna@wisozk.biz;GOQF7S;2021-05-04;ldl;45-54;2
026.890.166-05;Ana Cecília Negrão Neto;rudy.hansen@gerhold-monahan.info;1989-03-04;74990 Travessa João Felipe Aragão;Itanhandu;Paraíba;B000BJ20J4;PI;Maria Luiza Pires;denna@wisozk.biz;GOQF7S;2021-05-04;vldl;48-72;41
026.890.166-05;Ana Cecília Negrão Neto;rudy.hansen@gerhold-monahan.info;1989-03-04;74990 Travessa João Felipe Aragão;Itanhandu;Paraíba;B000BJ20J4;PI;Maria Luiza Pires;denna@wisozk.biz;GOQF7S;2021-05-04;glicemia;25-83;24
026.890.166-05;Ana Cecília Negrão Neto;rudy.hansen@gerhold-monahan.info;1989-03-04;74990 Travessa João Felipe Aragão;Itanhandu;Paraíba;B000BJ20J4;PI;Maria Luiza Pires;denna@wisozk.biz;GOQF7S;2021-05-04;tgo;50-84;41
026.890.166-05;Ana Cecília Negrão Neto;rudy.hansen@gerhold-monahan.info;1989-03-04;74990 Travessa João Felipe Aragão;Itanhandu;Paraíba;B000BJ20J4;PI;Maria Luiza Pires;denna@wisozk.biz;GOQF7S;2021-05-04;tgp;38-63;48
026.890.166-05;Ana Cecília Negrão Neto;rudy.hansen@gerhold-monahan.info;1989-03-04;74990 Travessa João Felipe Aragão;Itanhandu;Paraíba;B000BJ20J4;PI;Maria Luiza Pires;denna@wisozk.biz;GOQF7S;2021-05-04;eletrólitos;2-68;31
026.890.166-05;Ana Cecília Negrão Neto;rudy.hansen@gerhold-monahan.info;1989-03-04;74990 Travessa João Felipe Aragão;Itanhandu;Paraíba;B000BJ20J4;PI;Maria Luiza Pires;denna@wisozk.biz;GOQF7S;2021-05-04;tsh;25-80;75
026.890.166-05;Ana Cecília Negrão Neto;rudy.hansen@gerhold-monahan.info;1989-03-04;74990 Travessa João Felipe Aragão;Itanhandu;Paraíba;B000BJ20J4;PI;Maria Luiza Pires;denna@wisozk.biz;GOQF7S;2021-05-04;t4-livre;34-60;58
026.890.166-05;Ana Cecília Negrão Neto;rudy.hansen@gerhold-monahan.info;1989-03-04;74990 Travessa João Felipe Aragão;Itanhandu;Paraíba;B000BJ20J4;PI;Maria Luiza Pires;denna@wisozk.biz;GOQF7S;2021-05-04;ácido úrico;15-61;74
073.372.599-64;Liz Rios Neto;bernarda_beer@emard.org;1965-11-17;s/n Viela Thiago da Cunha;Ibitiara;Rondônia;B0002IQM66;SC;Maria Helena Ramalho;rayford@kemmer-kunze.info;20ZDZZ;2021-04-14;hemácias;45-52;38
073.372.599-64;Liz Rios Neto;bernarda_beer@emard.org;1965-11-17;s/n Viela Thiago da Cunha;Ibitiara;Rondônia;B0002IQM66;SC;Maria Helena Ramalho;rayford@kemmer-kunze.info;20ZDZZ;2021-04-14;leucócitos;9-61;45
073.372.599-64;Liz Rios Neto;bernarda_beer@emard.org;1965-11-17;s/n Viela Thiago da Cunha;Ibitiara;Rondônia;B0002IQM66;SC;Maria Helena Ramalho;rayford@kemmer-kunze.info;20ZDZZ;2021-04-14;plaquetas;11-93;42
073.372.599-64;Liz Rios Neto;bernarda_beer@emard.org;1965-11-17;s/n Viela Thiago da Cunha;Ibitiara;Rondônia;B0002IQM66;SC;Maria Helena Ramalho;rayford@kemmer-kunze.info;20ZDZZ;2021-04-14;hdl;19-75;13
073.372.599-64;Liz Rios Neto;bernarda_beer@emard.org;1965-11-17;s/n Viela Thiago da Cunha;Ibitiara;Rondônia;B0002IQM66;SC;Maria Helena Ramalho;rayford@kemmer-kunze.info;20ZDZZ;2021-04-14;ldl;45-54;67
073.372.599-64;Liz Rios Neto;bernarda_beer@emard.org;1965-11-17;s/n Viela Thiago da Cunha;Ibitiara;Rondônia;B0002IQM66;SC;Maria Helena Ramalho;rayford@kemmer-kunze.info;20ZDZZ;2021-04-14;vldl;48-72;57
073.372.599-64;Liz Rios Neto;bernarda_beer@emard.org;1965-11-17;s/n Viela Thiago da Cunha;Ibitiara;Rondônia;B0002IQM66;SC;Maria Helena Ramalho;rayford@kemmer-kunze.info;20ZDZZ;2021-04-14;glicemia;25-83;74
073.372.599-64;Liz Rios Neto;bernarda_beer@emard.org;1965-11-17;s/n Viela Thiago da Cunha;Ibitiara;Rondônia;B0002IQM66;SC;Maria Helena Ramalho;rayford@kemmer-kunze.info;20ZDZZ;2021-04-14;tgo;50-84;3
073.372.599-64;Liz Rios Neto;bernarda_beer@emard.org;1965-11-17;s/n Viela Thiago da Cunha;Ibitiara;Rondônia;B0002IQM66;SC;Maria Helena Ramalho;rayford@kemmer-kunze.info;20ZDZZ;2021-04-14;tgp;38-63;74
073.372.599-64;Liz Rios Neto;bernarda_beer@emard.org;1965-11-17;s/n Viela Thiago da Cunha;Ibitiara;Rondônia;B0002IQM66;SC;Maria Helena Ramalho;rayford@kemmer-kunze.info;20ZDZZ;2021-04-14;eletrólitos;2-68;95
073.372.599-64;Liz Rios Neto;bernarda_beer@emard.org;1965-11-17;s/n Viela Thiago da Cunha;Ibitiara;Rondônia;B0002IQM66;SC;Maria Helena Ramalho;rayford@kemmer-kunze.info;20ZDZZ;2021-04-14;tsh;25-80;38
073.372.599-64;Liz Rios Neto;bernarda_beer@emard.org;1965-11-17;s/n Viela Thiago da Cunha;Ibitiara;Rondônia;B0002IQM66;SC;Maria Helena Ramalho;rayford@kemmer-kunze.info;20ZDZZ;2021-04-14;t4-livre;34-60;98
073.372.599-64;Liz Rios Neto;bernarda_beer@emard.org;1965-11-17;s/n Viela Thiago da Cunha;Ibitiara;Rondônia;B0002IQM66;SC;Maria Helena Ramalho;rayford@kemmer-kunze.info;20ZDZZ;2021-04-14;ácido úrico;15-61;89
020.486.910-21;Theo Antena;hortencia@cruickshank.info;1983-05-08;7947 Marginal Sarah;Setubinha;Mato Grosso;B000AR99QO;MS;Oliver Palmeira;lawana.erdman@waters.info;BNKNEM;2021-06-04;hemácias;45-52;48
020.486.910-21;Theo Antena;hortencia@cruickshank.info;1983-05-08;7947 Marginal Sarah;Setubinha;Mato Grosso;B000AR99QO;MS;Oliver Palmeira;lawana.erdman@waters.info;BNKNEM;2021-06-04;leucócitos;9-61;69
020.486.910-21;Theo Antena;hortencia@cruickshank.info;1983-05-08;7947 Marginal Sarah;Setubinha;Mato Grosso;B000AR99QO;MS;Oliver Palmeira;lawana.erdman@waters.info;BNKNEM;2021-06-04;plaquetas;11-93;77
020.486.910-21;Theo Antena;hortencia@cruickshank.info;1983-05-08;7947 Marginal Sarah;Setubinha;Mato Grosso;B000AR99QO;MS;Oliver Palmeira;lawana.erdman@waters.info;BNKNEM;2021-06-04;hdl;19-75;72
020.486.910-21;Theo Antena;hortencia@cruickshank.info;1983-05-08;7947 Marginal Sarah;Setubinha;Mato Grosso;B000AR99QO;MS;Oliver Palmeira;lawana.erdman@waters.info;BNKNEM;2021-06-04;ldl;45-54;40
020.486.910-21;Theo Antena;hortencia@cruickshank.info;1983-05-08;7947 Marginal Sarah;Setubinha;Mato Grosso;B000AR99QO;MS;Oliver Palmeira;lawana.erdman@waters.info;BNKNEM;2021-06-04;vldl;48-72;5
020.486.910-21;Theo Antena;hortencia@cruickshank.info;1983-05-08;7947 Marginal Sarah;Setubinha;Mato Grosso;B000AR99QO;MS;Oliver Palmeira;lawana.erdman@waters.info;BNKNEM;2021-06-04;glicemia;25-83;100
020.486.910-21;Theo Antena;hortencia@cruickshank.info;1983-05-08;7947 Marginal Sarah;Setubinha;Mato Grosso;B000AR99QO;MS;Oliver Palmeira;lawana.erdman@waters.info;BNKNEM;2021-06-04;tgo;50-84;58
020.486.910-21;Theo Antena;hortencia@cruickshank.info;1983-05-08;7947 Marginal Sarah;Setubinha;Mato Grosso;B000AR99QO;MS;Oliver Palmeira;lawana.erdman@waters.info;BNKNEM;2021-06-04;tgp;38-63;42
020.486.910-21;Theo Antena;hortencia@cruickshank.info;1983-05-08;7947 Marginal Sarah;Setubinha;Mato Grosso;B000AR99QO;MS;Oliver Palmeira;lawana.erdman@waters.info;BNKNEM;2021-06-04;eletrólitos;2-68;24
020.486.910-21;Theo Antena;hortencia@cruickshank.info;1983-05-08;7947 Marginal Sarah;Setubinha;Mato Grosso;B000AR99QO;MS;Oliver Palmeira;lawana.erdman@waters.info;BNKNEM;2021-06-04;tsh;25-80;39
020.486.910-21;Theo Antena;hortencia@cruickshank.info;1983-05-08;7947 Marginal Sarah;Setubinha;Mato Grosso;B000AR99QO;MS;Oliver Palmeira;lawana.erdman@waters.info;BNKNEM;2021-06-04;t4-livre;34-60;60
020.486.910-21;Theo Antena;hortencia@cruickshank.info;1983-05-08;7947 Marginal Sarah;Setubinha;Mato Grosso;B000AR99QO;MS;Oliver Palmeira;lawana.erdman@waters.info;BNKNEM;2021-06-04;ácido úrico;15-61;16
080.239.177-06;Luiza Teixeira;gerda.hegmann@gleason-koepp.biz;1991-03-26;2836 Avenida Roberta Barroso;Parecis;Tocantins;B000B7CDX4;SP;Sra. Calebe Louzada;kendra@nolan-sawayn.co;UKXGYW;2021-04-18;hemácias;45-52;11
080.239.177-06;Luiza Teixeira;gerda.hegmann@gleason-koepp.biz;1991-03-26;2836 Avenida Roberta Barroso;Parecis;Tocantins;B000B7CDX4;SP;Sra. Calebe Louzada;kendra@nolan-sawayn.co;UKXGYW;2021-04-18;leucócitos;9-61;62
080.239.177-06;Luiza Teixeira;gerda.hegmann@gleason-koepp.biz;1991-03-26;2836 Avenida Roberta Barroso;Parecis;Tocantins;B000B7CDX4;SP;Sra. Calebe Louzada;kendra@nolan-sawayn.co;UKXGYW;2021-04-18;plaquetas;11-93;14
080.239.177-06;Luiza Teixeira;gerda.hegmann@gleason-koepp.biz;1991-03-26;2836 Avenida Roberta Barroso;Parecis;Tocantins;B000B7CDX4;SP;Sra. Calebe Louzada;kendra@nolan-sawayn.co;UKXGYW;2021-04-18;hdl;19-75;4
080.239.177-06;Luiza Teixeira;gerda.hegmann@gleason-koepp.biz;1991-03-26;2836 Avenida Roberta Barroso;Parecis;Tocantins;B000B7CDX4;SP;Sra. Calebe Louzada;kendra@nolan-sawayn.co;UKXGYW;2021-04-18;ldl;45-54;23
080.239.177-06;Luiza Teixeira;gerda.hegmann@gleason-koepp.biz;1991-03-26;2836 Avenida Roberta Barroso;Parecis;Tocantins;B000B7CDX4;SP;Sra. Calebe Louzada;kendra@nolan-sawayn.co;UKXGYW;2021-04-18;vldl;48-72;40
080.239.177-06;Luiza Teixeira;gerda.hegmann@gleason-koepp.biz;1991-03-26;2836 Avenida Roberta Barroso;Parecis;Tocantins;B000B7CDX4;SP;Sra. Calebe Louzada;kendra@nolan-sawayn.co;UKXGYW;2021-04-18;glicemia;25-83;96
080.239.177-06;Luiza Teixeira;gerda.hegmann@gleason-koepp.biz;1991-03-26;2836 Avenida Roberta Barroso;Parecis;Tocantins;B000B7CDX4;SP;Sra. Calebe Louzada;kendra@nolan-sawayn.co;UKXGYW;2021-04-18;tgo;50-84;3
080.239.177-06;Luiza Teixeira;gerda.hegmann@gleason-koepp.biz;1991-03-26;2836 Avenida Roberta Barroso;Parecis;Tocantins;B000B7CDX4;SP;Sra. Calebe Louzada;kendra@nolan-sawayn.co;UKXGYW;2021-04-18;tgp;38-63;42
080.239.177-06;Luiza Teixeira;gerda.hegmann@gleason-koepp.biz;1991-03-26;2836 Avenida Roberta Barroso;Parecis;Tocantins;B000B7CDX4;SP;Sra. Calebe Louzada;kendra@nolan-sawayn.co;UKXGYW;2021-04-18;eletrólitos;2-68;21
080.239.177-06;Luiza Teixeira;gerda.hegmann@gleason-koepp.biz;1991-03-26;2836 Avenida Roberta Barroso;Parecis;Tocantins;B000B7CDX4;SP;Sra. Calebe Louzada;kendra@nolan-sawayn.co;UKXGYW;2021-04-18;tsh;25-80;3
080.239.177-06;Luiza Teixeira;gerda.hegmann@gleason-koepp.biz;1991-03-26;2836 Avenida Roberta Barroso;Parecis;Tocantins;B000B7CDX4;SP;Sra. Calebe Louzada;kendra@nolan-sawayn.co;UKXGYW;2021-04-18;t4-livre;34-60;26
080.239.177-06;Luiza Teixeira;gerda.hegmann@gleason-koepp.biz;1991-03-26;2836 Avenida Roberta Barroso;Parecis;Tocantins;B000B7CDX4;SP;Sra. Calebe Louzada;kendra@nolan-sawayn.co;UKXGYW;2021-04-18;ácido úrico;15-61;27
089.034.562-70;Patricia Gentil;herta_wehner@krajcik.name;1998-02-25;5334 Rodovia Thiago Bittencourt;Jequitibá;Paraná;B0000DHDOF;MT;Luiz Felipe Raia Jr.;marshall@brekke-funk.name;K7EG7Z;2021-10-23;hemácias;45-52;64
089.034.562-70;Patricia Gentil;herta_wehner@krajcik.name;1998-02-25;5334 Rodovia Thiago Bittencourt;Jequitibá;Paraná;B0000DHDOF;MT;Luiz Felipe Raia Jr.;marshall@brekke-funk.name;K7EG7Z;2021-10-23;leucócitos;9-61;69
089.034.562-70;Patricia Gentil;herta_wehner@krajcik.name;1998-02-25;5334 Rodovia Thiago Bittencourt;Jequitibá;Paraná;B0000DHDOF;MT;Luiz Felipe Raia Jr.;marshall@brekke-funk.name;K7EG7Z;2021-10-23;plaquetas;11-93;74
089.034.562-70;Patricia Gentil;herta_wehner@krajcik.name;1998-02-25;5334 Rodovia Thiago Bittencourt;Jequitibá;Paraná;B0000DHDOF;MT;Luiz Felipe Raia Jr.;marshall@brekke-funk.name;K7EG7Z;2021-10-23;hdl;19-75;90
089.034.562-70;Patricia Gentil;herta_wehner@krajcik.name;1998-02-25;5334 Rodovia Thiago Bittencourt;Jequitibá;Paraná;B0000DHDOF;MT;Luiz Felipe Raia Jr.;marshall@brekke-funk.name;K7EG7Z;2021-10-23;ldl;45-54;60
089.034.562-70;Patricia Gentil;herta_wehner@krajcik.name;1998-02-25;5334 Rodovia Thiago Bittencourt;Jequitibá;Paraná;B0000DHDOF;MT;Luiz Felipe Raia Jr.;marshall@brekke-funk.name;K7EG7Z;2021-10-23;vldl;48-72;82
089.034.562-70;Patricia Gentil;herta_wehner@krajcik.name;1998-02-25;5334 Rodovia Thiago Bittencourt;Jequitibá;Paraná;B0000DHDOF;MT;Luiz Felipe Raia Jr.;marshall@brekke-funk.name;K7EG7Z;2021-10-23;glicemia;25-83;20
089.034.562-70;Patricia Gentil;herta_wehner@krajcik.name;1998-02-25;5334 Rodovia Thiago Bittencourt;Jequitibá;Paraná;B0000DHDOF;MT;Luiz Felipe Raia Jr.;marshall@brekke-funk.name;K7EG7Z;2021-10-23;tgo;50-84;93
089.034.562-70;Patricia Gentil;herta_wehner@krajcik.name;1998-02-25;5334 Rodovia Thiago Bittencourt;Jequitibá;Paraná;B0000DHDOF;MT;Luiz Felipe Raia Jr.;marshall@brekke-funk.name;K7EG7Z;2021-10-23;tgp;38-63;62
089.034.562-70;Patricia Gentil;herta_wehner@krajcik.name;1998-02-25;5334 Rodovia Thiago Bittencourt;Jequitibá;Paraná;B0000DHDOF;MT;Luiz Felipe Raia Jr.;marshall@brekke-funk.name;K7EG7Z;2021-10-23;eletrólitos;2-68;1
089.034.562-70;Patricia Gentil;herta_wehner@krajcik.name;1998-02-25;5334 Rodovia Thiago Bittencourt;Jequitibá;Paraná;B0000DHDOF;MT;Luiz Felipe Raia Jr.;marshall@brekke-funk.name;K7EG7Z;2021-10-23;tsh;25-80;44
089.034.562-70;Patricia Gentil;herta_wehner@krajcik.name;1998-02-25;5334 Rodovia Thiago Bittencourt;Jequitibá;Paraná;B0000DHDOF;MT;Luiz Felipe Raia Jr.;marshall@brekke-funk.name;K7EG7Z;2021-10-23;t4-livre;34-60;45
089.034.562-70;Patricia Gentil;herta_wehner@krajcik.name;1998-02-25;5334 Rodovia Thiago Bittencourt;Jequitibá;Paraná;B0000DHDOF;MT;Luiz Felipe Raia Jr.;marshall@brekke-funk.name;K7EG7Z;2021-10-23;ácido úrico;15-61;4
050.039.641-88;João Macieira;jefferey.wehner@lockman.name;2000-10-04;452 Rua Raul Rodrigues;São João da Paraúna;Alagoas;B0000DHDOF;MT;Luiz Felipe Raia Jr.;marshall@brekke-funk.name;2I9EBC;2022-01-10;hemácias;45-52;54
050.039.641-88;João Macieira;jefferey.wehner@lockman.name;2000-10-04;452 Rua Raul Rodrigues;São João da Paraúna;Alagoas;B0000DHDOF;MT;Luiz Felipe Raia Jr.;marshall@brekke-funk.name;2I9EBC;2022-01-10;leucócitos;9-61;37
050.039.641-88;João Macieira;jefferey.wehner@lockman.name;2000-10-04;452 Rua Raul Rodrigues;São João da Paraúna;Alagoas;B0000DHDOF;MT;Luiz Felipe Raia Jr.;marshall@brekke-funk.name;2I9EBC;2022-01-10;plaquetas;11-93;24
050.039.641-88;João Macieira;jefferey.wehner@lockman.name;2000-10-04;452 Rua Raul Rodrigues;São João da Paraúna;Alagoas;B0000DHDOF;MT;Luiz Felipe Raia Jr.;marshall@brekke-funk.name;2I9EBC;2022-01-10;hdl;19-75;96
050.039.641-88;João Macieira;jefferey.wehner@lockman.name;2000-10-04;452 Rua Raul Rodrigues;São João da Paraúna;Alagoas;B0000DHDOF;MT;Luiz Felipe Raia Jr.;marshall@brekke-funk.name;2I9EBC;2022-01-10;ldl;45-54;60
050.039.641-88;João Macieira;jefferey.wehner@lockman.name;2000-10-04;452 Rua Raul Rodrigues;São João da Paraúna;Alagoas;B0000DHDOF;MT;Luiz Felipe Raia Jr.;marshall@brekke-funk.name;2I9EBC;2022-01-10;vldl;48-72;79
050.039.641-88;João Macieira;jefferey.wehner@lockman.name;2000-10-04;452 Rua Raul Rodrigues;São João da Paraúna;Alagoas;B0000DHDOF;MT;Luiz Felipe Raia Jr.;marshall@brekke-funk.name;2I9EBC;2022-01-10;glicemia;25-83;69
050.039.641-88;João Macieira;jefferey.wehner@lockman.name;2000-10-04;452 Rua Raul Rodrigues;São João da Paraúna;Alagoas;B0000DHDOF;MT;Luiz Felipe Raia Jr.;marshall@brekke-funk.name;2I9EBC;2022-01-10;tgo;50-84;90
050.039.641-88;João Macieira;jefferey.wehner@lockman.name;2000-10-04;452 Rua Raul Rodrigues;São João da Paraúna;Alagoas;B0000DHDOF;MT;Luiz Felipe Raia Jr.;marshall@brekke-funk.name;2I9EBC;2022-01-10;tgp;38-63;32
050.039.641-88;João Macieira;jefferey.wehner@lockman.name;2000-10-04;452 Rua Raul Rodrigues;São João da Paraúna;Alagoas;B0000DHDOF;MT;Luiz Felipe Raia Jr.;marshall@brekke-funk.name;2I9EBC;2022-01-10;eletrólitos;2-68;22
050.039.641-88;João Macieira;jefferey.wehner@lockman.name;2000-10-04;452 Rua Raul Rodrigues;São João da Paraúna;Alagoas;B0000DHDOF;MT;Luiz Felipe Raia Jr.;marshall@brekke-funk.name;2I9EBC;2022-01-10;tsh;25-80;36
050.039.641-88;João Macieira;jefferey.wehner@lockman.name;2000-10-04;452 Rua Raul Rodrigues;São João da Paraúna;Alagoas;B0000DHDOF;MT;Luiz Felipe Raia Jr.;marshall@brekke-funk.name;2I9EBC;2022-01-10;t4-livre;34-60;5
050.039.641-88;João Macieira;jefferey.wehner@lockman.name;2000-10-04;452 Rua Raul Rodrigues;São João da Paraúna;Alagoas;B0000DHDOF;MT;Luiz Felipe Raia Jr.;marshall@brekke-funk.name;2I9EBC;2022-01-10;ácido úrico;15-61;52
092.375.756-29;Henry Pinheira Filho;austin_torphy@langosh.info;1972-04-11;531 Avenida Yuri;Brejetuba;Distrito Federal;B0002IQM66;SC;Maria Helena Ramalho;rayford@kemmer-kunze.info;LGSYIE;2021-11-12;hemácias;45-52;44
092.375.756-29;Henry Pinheira Filho;austin_torphy@langosh.info;1972-04-11;531 Avenida Yuri;Brejetuba;Distrito Federal;B0002IQM66;SC;Maria Helena Ramalho;rayford@kemmer-kunze.info;LGSYIE;2021-11-12;leucócitos;9-61;77
092.375.756-29;Henry Pinheira Filho;austin_torphy@langosh.info;1972-04-11;531 Avenida Yuri;Brejetuba;Distrito Federal;B0002IQM66;SC;Maria Helena Ramalho;rayford@kemmer-kunze.info;LGSYIE;2021-11-12;plaquetas;11-93;94
092.375.756-29;Henry Pinheira Filho;austin_torphy@langosh.info;1972-04-11;531 Avenida Yuri;Brejetuba;Distrito Federal;B0002IQM66;SC;Maria Helena Ramalho;rayford@kemmer-kunze.info;LGSYIE;2021-11-12;hdl;19-75;47
092.375.756-29;Henry Pinheira Filho;austin_torphy@langosh.info;1972-04-11;531 Avenida Yuri;Brejetuba;Distrito Federal;B0002IQM66;SC;Maria Helena Ramalho;rayford@kemmer-kunze.info;LGSYIE;2021-11-12;ldl;45-54;14
092.375.756-29;Henry Pinheira Filho;austin_torphy@langosh.info;1972-04-11;531 Avenida Yuri;Brejetuba;Distrito Federal;B0002IQM66;SC;Maria Helena Ramalho;rayford@kemmer-kunze.info;LGSYIE;2021-11-12;vldl;48-72;95
092.375.756-29;Henry Pinheira Filho;austin_torphy@langosh.info;1972-04-11;531 Avenida Yuri;Brejetuba;Distrito Federal;B0002IQM66;SC;Maria Helena Ramalho;rayford@kemmer-kunze.info;LGSYIE;2021-11-12;glicemia;25-83;24
092.375.756-29;Henry Pinheira Filho;austin_torphy@langosh.info;1972-04-11;531 Avenida Yuri;Brejetuba;Distrito Federal;B0002IQM66;SC;Maria Helena Ramalho;rayford@kemmer-kunze.info;LGSYIE;2021-11-12;tgo;50-84;60
092.375.756-29;Henry Pinheira Filho;austin_torphy@langosh.info;1972-04-11;531 Avenida Yuri;Brejetuba;Distrito Federal;B0002IQM66;SC;Maria Helena Ramalho;rayford@kemmer-kunze.info;LGSYIE;2021-11-12;tgp;38-63;9
092.375.756-29;Henry Pinheira Filho;austin_torphy@langosh.info;1972-04-11;531 Avenida Yuri;Brejetuba;Distrito Federal;B0002IQM66;SC;Maria Helena Ramalho;rayford@kemmer-kunze.info;LGSYIE;2021-11-12;eletrólitos;2-68;31
092.375.756-29;Henry Pinheira Filho;austin_torphy@langosh.info;1972-04-11;531 Avenida Yuri;Brejetuba;Distrito Federal;B0002IQM66;SC;Maria Helena Ramalho;rayford@kemmer-kunze.info;LGSYIE;2021-11-12;tsh;25-80;46
092.375.756-29;Henry Pinheira Filho;austin_torphy@langosh.info;1972-04-11;531 Avenida Yuri;Brejetuba;Distrito Federal;B0002IQM66;SC;Maria Helena Ramalho;rayford@kemmer-kunze.info;LGSYIE;2021-11-12;t4-livre;34-60;87
092.375.756-29;Henry Pinheira Filho;austin_torphy@langosh.info;1972-04-11;531 Avenida Yuri;Brejetuba;Distrito Federal;B0002IQM66;SC;Maria Helena Ramalho;rayford@kemmer-kunze.info;LGSYIE;2021-11-12;ácido úrico;15-61;100
090.232.501-92;Paulo da Bandeira;carolynn@swift.name;1966-08-08;2411 Rodovia Nicole Caldas;Ampére;Pernambuco;B0000DHDOF;MT;Luiz Felipe Raia Jr.;marshall@brekke-funk.name;CA457R;2021-06-24;hemácias;45-52;29
090.232.501-92;Paulo da Bandeira;carolynn@swift.name;1966-08-08;2411 Rodovia Nicole Caldas;Ampére;Pernambuco;B0000DHDOF;MT;Luiz Felipe Raia Jr.;marshall@brekke-funk.name;CA457R;2021-06-24;leucócitos;9-61;0
090.232.501-92;Paulo da Bandeira;carolynn@swift.name;1966-08-08;2411 Rodovia Nicole Caldas;Ampére;Pernambuco;B0000DHDOF;MT;Luiz Felipe Raia Jr.;marshall@brekke-funk.name;CA457R;2021-06-24;plaquetas;11-93;21
090.232.501-92;Paulo da Bandeira;carolynn@swift.name;1966-08-08;2411 Rodovia Nicole Caldas;Ampére;Pernambuco;B0000DHDOF;MT;Luiz Felipe Raia Jr.;marshall@brekke-funk.name;CA457R;2021-06-24;hdl;19-75;57
